CADENA,LOCAL,FECHA,DISPONIBILIDAD DE PRODUCTOS (A - D) ,GONDOLA,COMUNICACION MARCA,EXHIBICION AMBIENTE,EXHIBICION FRIO,SECTOR CAJAS,Pct_Entrada,Pct_Salida,VARIACION (%)
LIDER EXPRESS,LIDER * MANUEL RODRIGUEZ 923 * CHIGUAYANTE,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
LIDER EXPRESS,LIDER * RECINTO INTERIOR ESTACION 48 * OVALLE,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
LIDER EXPRESS,LIDER * RUDECINDO ORTEGA 01575 * TEMUCO,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
LIDER EXPRESS,LIDER * RUDECINDO ORTEGA 01575 * TEMUCO,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
LIDER EXPRESS,LIDER * RUTA F-30E LOTE R1 * PUCHUNCAVI,2026-01-07 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
LIDER EXPRESS,LIDER * SATURNINO EPULEF ESQUINA COLO COLO 83,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
LIDER EXPRESS,LIDER * ZENTENO 21 * ANTOFAGASTA,2026-01-20 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
MAXI K,MAXI K,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
MAXI K,MAXI K,2026-01-14 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
MAYORISTA 10,(3013) - M10 SAN BERNARDO I,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3027) - M10 CHILLÁN I RIQUELME,2026-01-09 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
MAYORISTA 10,(3029) - M10 LA FLORIDA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3040) - M10 TEMUCO III,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3043) - M10 SAN BERNARDO II,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3046) - M10 VICUNA MACKENNA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3054) - M10 CAMILO HENRIQUEZ,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3055) - M10 ROJAS MAGALLANES,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟡 17%,🔴 0%,🔴 0%,33 %,50 %,17 %
MAYORISTA 10,(3057) - M10 MARATHON,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3058) - M10 SAN LUIS,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3063) - M10 SAN MARTIN,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
MAYORISTA 10,(3166) - M10 HUALPEN II,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
MAYORISTA 10,(3168) - M10 TEMUCO V,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
OK MARKET,OK MARKET * AV BORGOÑO 14410 * VIÑA DEL MAR,2026-01-09 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A,2026-01-15 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A.,2026-01-13 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A.,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A.,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A.,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
OK MARKET,OK MARKET S.A.,2026-01-26 00:00:00,🟢 17%,🟡 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,50 %,17 %
PETROBRAS,ACEVEDO Y COMPAÑÍA LTDA,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,ACEVEDO Y COMPAÑÍA LTDA,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,AVDA. HECTOR GOMEZ COBO 0286,2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PETROBRAS,AVDA. HECTOR GOMEZ COBO 0286,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PETROBRAS,"Avenida Antonio Rendic6850, Antofagasta 6850",2026-01-20 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,"Avenida Argentina2802, Antofagasta 2802",2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,"Avenida Argentina2802, Antofagasta 2802",2026-01-14 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,"Avenida Argentina2802, Antofagasta 2802",2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
PETROBRAS,"Avenida Edmundo Pérez Zujovic5030, Antofagast",2026-01-20 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,67 %,67 %,0 %
PETROBRAS,"Avenida Grecia430, Antofagasta 430",2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,67 %,67 %,0 %
PETROBRAS,AVENIDA JOSE MANUEL BALMA 3464,2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PETROBRAS,"Avenida Pedro Aguirre Cerda10850, Antofagasta",2026-01-15 00:00:00,🟢 17%,🟢 17%,🟡 17%,🟢 17%,🔴 0%,🔴 0%,67 %,83 %,17 %
PETROBRAS,"Avenida Pedro Aguirre Cerda10850, Antofagasta",2026-01-26 00:00:00,🟢 17%,🟢 17%,🟡 17%,🟢 17%,🔴 0%,🔴 0%,67 %,83 %,17 %
PETROBRAS,Avenida Universidad de Antofagasta 2751,2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,Avenida Universidad de Antofagasta 2751,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,"Calle de servicio, Santa Isabel 658",2026-01-15 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,"Caupolicán96, Temuco 096",2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
PETROBRAS,CUATRO ESQUINAS 1617 1717,2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PETROBRAS,DISTRIBUIDORA Y COMERCIAL D.G.P. SPA,2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,67 %,67 %,0 %
PETROBRAS,ESMAX RED LIMITADA,2026-01-16 00:00:00,🟢 17%,🟡 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,50 %,67 %,17 %
PETROBRAS,ESMAX RED LTDA,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,ESMAX RED LTDA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PETROBRAS,ESMAX RED LTDA,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,GENERAL BONILLA 1850,2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,INMOBILIA ROJAS ALVAREZ LTDA,2026-01-15 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,INVERSIONES LUGO LIMITADA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PETROBRAS,"Manuel Antonio Matta2001, Antofagasta.",2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,67 %,67 %,0 %
PETROBRAS,"Manuel Antonio Matta2001, Antofagasta.",2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,67 %,67 %,0 %
PETROBRAS,"Martín Lutero2184, Temuco",2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
PETROBRAS,"Pablo Neruda 0227, Temuco 0221",2026-01-05 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PETROBRAS,"Pablo Neruda 0227, Temuco 0221",2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PETROBRAS,"Rudecindo Ortega01139, Cautin",2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PRONTO COPEC,PRONTO COPEC - AGUA SANTA 820,2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,"PRONTO COPEC - ALESSANDRI3401, VALPARAÍSO 340",2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - ALVAREZ 2366 (DUOC UC VIÑA),2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - AVDA ALESSANDRI 1461,2026-01-14 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PRONTO COPEC,"PRONTO COPEC - AVENIDA LOS CARRERA1050, QUILP",2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - GOMEZ CARRENO S/N BELLOTO 0,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - JORGE MONTT 2300,2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - LAS MONTAÑAS 2550,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PRONTO COPEC,PRONTO COPEC - LIMACHE 2365,2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - LIMACHE 3291,2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PRONTO COPEC,PRONTO COPEC - LOS CARRERA 1091,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - MARGA-MARGA 1628 1628,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,"PRONTO COPEC - PADRE HURTADO760, VIÑA DEL MAR",2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
PRONTO COPEC,"PRONTO COPEC - PANAMERICANA NORTE, URIBE KM 1",2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,PRONTO COPEC - RUTA 68 KM-105 0,2026-01-05 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PRONTO COPEC,"PRONTO COPEC - RUTA F30 E KM 70 PARCELA 26 ,",2026-01-07 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
PRONTO COPEC,"PRONTO COPEC - SUCRESN, VIÑA DEL MAR S/N",2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
PUNTO COPEC,PUNTO COPEC NICARAGUA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,AV OHIGGINS 2896 2896,2026-01-09 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SHELL,AV TOBALABA 11835,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,Av. Calera de Tango paradero 13 Parader,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,"Av. los Carrera 398, Concepción 420",2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,Avda argentina 1103,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,AVDA OSSA 800 800,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,AVDA.  COLON   8969 8968,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,"Avenida Américo Vespucio1828, Macul 1828",2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,AVENIDA COLLIN 788,2026-01-09 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SHELL,"Avenida Pedro Aguirre Cerda8450, Antofagasta",2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,"Avenida Pedro Aguirre Cerda8450, Antofagasta",2026-01-26 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,BALMACEDA 3507 3507,2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,CAMILO HENRIQUEZ 3160,2026-01-26 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,Caupolican 15 15,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,"Colón 3300, Talcahuano 3300",2026-01-22 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,COMERCIAL DAS LIMITADA,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,COMERCIAL LAGUNA GRANDE SPA,2026-01-15 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,COMERCIAL REHREN PALACIOS SPA,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,COMERCIAL REHREN PALACIOS SPA,2026-01-15 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,COMERCIAL REHREN PALACIOS SPA,2026-01-26 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,COMERCIAL Y DISTRIBUIDORA MACATI SPA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,COMERZIALIZADORA Y SERVICIOS INTEGRALES LIMIT,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,COMERZIALIZADORA Y SERVICIOS INTEGRALES LIMIT,2026-01-13 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,COMERZIALIZADORA Y SERVICIOS INTEGRALES LIMIT,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,CONCHA Y TORO 02464 02464,2026-01-26 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,EYZAGUIRRE 1278,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,"Eyzaguirre1310, Cordillera 1310",2026-01-26 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,FRANCISCO VILLAGRA 5681,2026-01-19 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,17 %,17 %,0 %
SHELL,FREIRE 16,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,GRAN JOSE MIGUEL CARRERA 14151 14151,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,INV.CLAUDIO DIAZ URIZAR E.I.R.L,2026-01-16 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,INVERSIONES ENEX S.A.,2026-01-15 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SHELL,INVERSIONES FERODA SPA,2026-01-21 00:00:00,🟢 17%,🟡 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,50 %,17 %
SHELL,LOS CARRERA 218 218,2026-01-15 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,MACUL 2675 2675,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,manuel rodriguez 2175 2175,2026-01-16 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,MICHIMALONGO 1120 1120,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SHELL,Panamericana Norte 460,2026-01-16 00:00:00,🟢 17%,🟡 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,50 %,17 %
SHELL,PANAMERICANA NORTE Km 265,2026-01-22 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,"PF186-Parada / Lomas De Eyzaguirre, Puente Al",2026-01-26 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,R.C.COMERCIAL LTDA.,2026-01-05 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SHELL,S & H SERVICIOS SPA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SAAVEDRA Y CALDERÓN LTDA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SHELL - RUTA 68 S/N (SHELL PLACILLA) 520,2026-01-05 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SHELL BALMACEDA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SOC COM JERIA Y CIA LTDA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SOC GONZÁLEZ Y GONZÁLEZ LTDA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SHELL,SOCIEDAD COMERCIAL SERVER SPA,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,SOCIEDAD COMERCIAL SERVET SPA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,VACO SPA,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SHELL,VICUNA MACKENNA 9840 9840,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SHELL,WALKER MARTINEZ 1940,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * 1 PONIENTE 811 * VIÑA DEL MAR,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SISA,SANTA ISABEL * 14 DE FEBRERO 2465 * ANTOFAGAS,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * 14 DE FEBRERO 2465 * ANTOFAGAS,2026-01-14 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
